Suburb,Rooms,Type,Price,Year,Distance,CouncilArea
ALBION,2,u,190000,2016,10,Brimbank City Council
ALPHINGTON,4,h,1950000,2016,5,Darebin City Council
ALTONA,2,h,535600,2016,11,Hobsons Bay City Council
ALTONA MEADOWS,2,u,380000,2016,15,Hobsons Bay City Council
ALTONA NORTH,3,h,800000,2016,9,Hobsons Bay City Council
ARMADALE,2,u,546000,2016,6,Stonnington City Council
ARMADALE,2,u,471500,2016,6,Stonnington City Council
ASCOT VALE,4,h,1705000,2016,4,Moonee Valley City Council
ASCOT VALE,3,h,970000,2016,4,Moonee Valley City Council
ASCOT VALE,2,h,925000,2016,4,Moonee Valley City Council
ASHBURTON,4,h,1280000,2016,10,Boroondara City Council
ASPENDALE,3,t,1375000,2016,21,Kingston City Council
BALWYN,4,h,1700000,2016,7,Boroondara City Council
BALWYN,2,h,1010000,2016,7,Boroondara City Council
BALWYN NORTH,4,h,2040000,2016,9,Boroondara City Council
BALWYN NORTH,2,u,691500,2016,9,Boroondara City Council
BALWYN NORTH,5,h,1836000,2016,9,Boroondara City Council
BEAUMARIS,4,h,1550000,2016,17,Bayside City Council
BEAUMARIS,2,u,680000,2016,17,Bayside City Council
BEAUMARIS,5,h,1450000,2016,17,Bayside City Council
BEAUMARIS,3,t,940000,2016,17,Bayside City Council
BELLFIELD,3,u,828000,2016,8,Banyule City Council
BELLFIELD,3,u,676000,2016,8,Banyule City Council
BENTLEIGH,2,u,760000,2016,11,Glen Eira City Council
BENTLEIGH,2,u,405000,2016,11,Glen Eira City Council
BENTLEIGH EAST,2,h,640000,2016,13,Glen Eira City Council
BENTLEIGH EAST,2,h,1160000,2016,13,Glen Eira City Council
BENTLEIGH EAST,4,t,1210000,2016,13,Glen Eira City Council
BENTLEIGH EAST,4,h,1306000,2016,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1291000,2016,13,Glen Eira City Council
BLACK ROCK,4,h,1888000,2016,17,Bayside City Council
BLACK ROCK,3,t,1620000,2016,17,Bayside City Council
BLACKBURN,4,h,1150000,2016,13,Whitehorse City Council
BLACKBURN,3,t,833000,2016,13,Whitehorse City Council
BLACKBURN,4,h,1161000,2016,13,Whitehorse City Council
BLACKBURN,3,u,937500,2016,13,Whitehorse City Council
BLACKBURN NORTH,3,t,900000,2016,13,Whitehorse City Council
BLACKBURN SOUTH,2,u,685000,2016,13,Whitehorse City Council
BOX HILL,2,u,420000,2016,10,Whitehorse City Council
BRIAR HILL,3,h,557000,2016,16,Banyule City Council
BRIAR HILL,2,h,606000,2016,16,Banyule City Council
BRIGHTON,3,h,1600000,2016,10,Bayside City Council
BRIGHTON,4,h,1500000,2016,10,Bayside City Council
BRIGHTON,3,u,920000,2016,10,Bayside City Council
BRIGHTON EAST,2,u,563000,2016,10,Bayside City Council
BRIGHTON EAST,2,t,1014000,2016,10,Bayside City Council
BROADMEADOWS,3,h,440000,2016,14,Hume City Council
BRUNSWICK,2,h,945000,2016,5,Moreland City Council
BRUNSWICK,2,h,755000,2016,5,Moreland City Council
BRUNSWICK EAST,3,h,1335000,2016,4,Moreland City Council
BRUNSWICK EAST,2,u,420000,2016,4,Moreland City Council
BRUNSWICK EAST,3,t,805000,2016,4,Moreland City Council
BRUNSWICK EAST,3,t,892000,2016,4,Moreland City Council
BRUNSWICK WEST,4,h,1585000,2016,5,Moreland City Council
BRUNSWICK WEST,4,h,970000,2016,5,Moreland City Council
BRUNSWICK WEST,3,u,490000,2016,5,Moreland City Council
BULLEEN,3,u,850000,2016,10,Manningham City Council
BUNDOORA,4,h,715000,2016,12,Banyule City Council
BURWOOD EAST,3,u,665000,2016,14,Whitehorse City Council
BURWOOD EAST,4,h,1095500,2016,14,Whitehorse City Council
CANTERBURY,2,u,1016000,2016,8,Boroondara City Council
CARLTON,2,u,600000,2016,1,Melbourne City Council
CARLTON,2,h,957000,2016,1,Melbourne City Council
CARNEGIE,1,u,270000,2016,10,Glen Eira City Council
CARNEGIE,1,u,365000,2016,10,Glen Eira City Council
CARNEGIE,1,u,340000,2016,10,Glen Eira City Council
CAULFIELD,3,h,1090000,2016,8,Glen Eira City Council
CAULFIELD SOUTH,4,t,1775000,2016,8,Glen Eira City Council
CHELSEA,2,u,390000,2016,27,Kingston City Council
CHELTENHAM,3,h,1316000,2016,17,Bayside City Council
CHELTENHAM,2,u,583000,2016,17,Bayside City Council
CHELTENHAM,4,h,970000,2016,17,Bayside City Council
CHELTENHAM,3,h,1260000,2016,17,Bayside City Council
CLAYTON,4,t,720000,2016,16,Monash City Council
CLAYTON,3,u,618000,2016,16,Monash City Council
CLAYTON,2,t,530000,2016,16,Monash City Council
CLAYTON,3,h,761000,2016,16,Monash City Council
CLAYTON SOUTH,4,h,765000,2016,17,Kingston City Council
COBURG,3,h,830000,2016,6,Darebin City Council
COBURG,3,h,1194500,2016,6,Darebin City Council
COBURG,2,u,425000,2016,6,Darebin City Council
COBURG,2,h,645000,2016,6,Darebin City Council
COLLINGWOOD,2,u,860000,2016,2,Yarra City Council
CRAIGIEBURN,3,h,360000,2016,20,Hume City Council
CRAIGIEBURN,4,h,468000,2016,20,Hume City Council
CRAIGIEBURN,4,h,490000,2016,20,Hume City Council
CRAIGIEBURN,6,h,420000,2016,20,Hume City Council
CRAIGIEBURN,3,h,434500,2016,20,Hume City Council
CRANBOURNE,4,h,414000,2016,34,Casey City Council
CRANBOURNE SOUTH,3,h,555000,2016,34,Casey City Council
CROYDON,5,h,750000,2016,23,Maroondah City Council
CROYDON,5,h,795000,2016,23,Maroondah City Council
CROYDON,3,h,725000,2016,23,Maroondah City Council
CROYDON SOUTH,3,h,600000,2016,23,Maroondah City Council
DALLAS,3,h,275000,2016,14,Hume City Council
DANDENONG,2,h,340000,2016,24,Greater Dandenong City Council
DEEPDENE,3,h,2100000,2016,7,Boroondara City Council
DEER PARK,3,h,371000,2016,14,Brimbank City Council
DELAHEY,3,h,408000,2016,18,Brimbank City Council
DINGLEY VILLAGE,4,h,1060000,2016,22,Kingston City Council
DINGLEY VILLAGE,3,h,800500,2016,22,Kingston City Council
DOCKLANDS,2,u,625000,2016,1,Melbourne City Council
DONCASTER,3,h,1170500,2016,12,Manningham City Council
DONCASTER EAST,3,h,1170000,2016,14,Manningham City Council
DONCASTER EAST,4,h,1218000,2016,14,Manningham City Council
DONVALE,4,h,1030000,2016,16,Manningham City Council
DONVALE,5,h,1088000,2016,16,Manningham City Council
DOVETON,3,h,330000,2016,28,Casey City Council
EAGLEMONT,3,h,650000,2016,8,Banyule City Council
EDITHVALE,3,u,725000,2016,27,Kingston City Council
ELTHAM,3,h,742000,2016,18,Banyule City Council
ELTHAM,5,h,1225000,2016,18,Banyule City Council
ELTHAM NORTH,4,h,901000,2016,18,Banyule City Council
ELTHAM NORTH,4,h,705000,2016,18,Banyule City Council
EPPING,3,h,439000,2016,19,Whittlesea City Council
EPPING,3,h,451000,2016,19,Whittlesea City Council
EPPING,4,h,520000,2016,19,Whittlesea City Council
EPPING,4,h,431000,2016,19,Whittlesea City Council
ESSENDON,3,h,1505000,2016,7,Moonee Valley City Council
ESSENDON,2,t,590000,2016,7,Moonee Valley City Council
ESSENDON WEST,3,h,1115000,2016,7,Moonee Valley City Council
ESSENDON WEST,3,h,820000,2016,7,Moonee Valley City Council
FAWKNER,3,u,422500,2016,13,Hume City Council
FOOTSCRAY,2,h,745000,2016,5,Maribyrnong City Council
FOOTSCRAY,2,h,716000,2016,5,Maribyrnong City Council
FRANKSTON,3,h,520101,2016,38,Frankston City Council
FRANKSTON SOUTH,4,h,617000,2016,38,Frankston City Council
GISBORNE,3,h,678000,2016,45,Macedon Ranges Shire Council
GISBORNE,4,h,750000,2016,45,Macedon Ranges Shire Council
GLADSTONE PARK,4,h,560000,2016,12,Hume City Council
GLADSTONE PARK,3,h,491000,2016,12,Hume City Council
GLADSTONE PARK,4,h,590000,2016,12,Hume City Council
GLEN IRIS,5,h,2400000,2016,7,Boroondara City Council
GLEN IRIS,2,u,460000,2016,7,Boroondara City Council
GLEN IRIS,2,h,1541000,2016,7,Boroondara City Council
GLEN WAVERLEY,3,h,1290000,2016,16,Monash City Council
GLEN WAVERLEY,3,t,582500,2016,16,Monash City Council
GLEN WAVERLEY,4,h,1200000,2016,16,Monash City Council
GLEN WAVERLEY,3,h,826000,2016,16,Monash City Council
GLENROY,2,h,270000,2016,11,Moreland City Council
GLENROY,4,h,825000,2016,11,Moreland City Council
GLENROY,3,h,615000,2016,11,Moreland City Council
GLENROY,4,h,638000,2016,11,Moreland City Council
GREENSBOROUGH,4,h,660000,2016,16,Banyule City Council
GREENSBOROUGH,2,u,431000,2016,16,Banyule City Council
GREENVALE,3,h,360000,2016,20,Hume City Council
HAMPTON,4,t,1200000,2016,13,Bayside City Council
HAMPTON,4,h,2130000,2016,13,Bayside City Council
HAMPTON EAST,3,t,1200000,2016,13,Bayside City Council
HAWTHORN,2,u,450000,2016,5,Boroondara City Council
HAWTHORN,3,h,2160000,2016,5,Boroondara City Council
HAWTHORN EAST,4,h,2200000,2016,6,Boroondara City Council
HAWTHORN EAST,3,h,975000,2016,6,Boroondara City Council
HEATHERTON,2,h,626000,2016,18,Kingston City Council
HEIDELBERG,3,h,1030000,2016,8,Banyule City Council
HEIDELBERG,3,h,1455000,2016,8,Banyule City Council
HEIDELBERG,3,h,1125000,2016,8,Banyule City Council
HEIDELBERG HEIGHTS,4,h,1000500,2016,8,Banyule City Council
HEIDELBERG HEIGHTS,3,h,631000,2016,8,Banyule City Council
HIGHETT,2,h,1209000,2016,16,Bayside City Council
HIGHETT,3,h,900000,2016,16,Bayside City Council
HIGHETT,3,h,1025000,2016,16,Bayside City Council
HIGHETT,4,t,1215000,2016,16,Bayside City Council
HIGHETT,5,h,1100000,2016,16,Bayside City Council
HIGHETT,3,t,945000,2016,16,Bayside City Council
HUGHESDALE,2,h,677500,2016,12,Monash City Council
IVANHOE,1,u,385000,2016,7,Banyule City Council
IVANHOE EAST,2,u,520000,2016,7,Banyule City Council
JACANA,3,h,421000,2016,14,Hume City Council
KEILOR,5,h,880000,2016,14,Brimbank City Council
KEILOR,4,h,410000,2016,14,Brimbank City Council
KEILOR DOWNS,4,h,555000,2016,15,Brimbank City Council
KEILOR EAST,3,h,715000,2016,11,Brimbank City Council
KENSINGTON,2,u,458000,2016,3,Melbourne City Council
KEW,3,h,3065000,2016,5,Boroondara City Council
KEW,1,u,395000,2016,5,Boroondara City Council
KEW,4,h,2250000,2016,5,Boroondara City Council
KINGSBURY,2,h,705500,2016,12,Darebin City Council
KINGSVILLE,1,u,200000,2016,6,Maribyrnong City Council
LALOR,3,h,425000,2016,16,Whittlesea City Council
LALOR,3,u,487000,2016,16,Whittlesea City Council
LOWER PLENTY,2,u,561000,2016,14,Banyule City Council
LYNDHURST,4,h,452500,2016,33,Casey City Council
MACLEOD,3,h,876000,2016,12,Banyule City Council
MAIDSTONE,4,h,773000,2016,6,Maribyrnong City Council
MAIDSTONE,3,h,905000,2016,6,Maribyrnong City Council
MALVERN,5,h,4980000,2016,5,Stonnington City Council
MALVERN,2,u,670000,2016,5,Stonnington City Council
MALVERN,3,h,2300000,2016,5,Stonnington City Council
MALVERN EAST,4,h,2490000,2016,8,Stonnington City Council
MALVERN EAST,2,t,500000,2016,8,Stonnington City Council
MALVERN EAST,3,u,940000,2016,8,Stonnington City Council
MALVERN EAST,2,t,650000,2016,8,Stonnington City Council
MARIBYRNONG,4,h,720000,2016,4,Maribyrnong City Council
MARIBYRNONG,3,h,460000,2016,4,Maribyrnong City Council
MARIBYRNONG,3,h,884500,2016,4,Maribyrnong City Council
MARIBYRNONG,3,h,1010000,2016,4,Maribyrnong City Council
MARIBYRNONG,3,h,820000,2016,4,Maribyrnong City Council
MARIBYRNONG,3,h,820000,2016,4,Maribyrnong City Council
MARIBYRNONG,2,u,330000,2016,4,Maribyrnong City Council
MCKINNON,3,h,1087500,2016,11,Glen Eira City Council
MCKINNON,2,u,411000,2016,11,Glen Eira City Council
MCKINNON,4,h,1670000,2016,11,Glen Eira City Council
MELBOURNE,2,u,390000,2016,0,Melbourne City Council
MELBOURNE,1,u,510000,2016,0,Melbourne City Council
MELBOURNE,2,u,607000,2016,0,Melbourne City Council
MELBOURNE,3,u,705000,2016,0,Melbourne City Council
MENTONE,3,h,802000,2016,20,Kingston City Council
MENTONE,3,t,710000,2016,20,Kingston City Council
MENTONE,2,t,616000,2016,20,Kingston City Council
MENTONE,2,u,585000,2016,20,Kingston City Council
MILL PARK,3,h,425000,2016,17,Whittlesea City Council
MILL PARK,3,h,565000,2016,17,Whittlesea City Council
MILL PARK,3,u,360000,2016,17,Whittlesea City Council
MILL PARK,4,h,586000,2016,17,Whittlesea City Council
MILL PARK,2,h,350000,2016,17,Whittlesea City Council
MILL PARK,5,h,605000,2016,17,Whittlesea City Council
MITCHAM,3,h,700000,2016,17,Whitehorse City Council
MITCHAM,4,t,950000,2016,17,Whitehorse City Council
MITCHAM,3,h,1340000,2016,17,Whitehorse City Council
MONTMORENCY,3,h,724000,2016,16,Banyule City Council
MONTMORENCY,2,u,400000,2016,16,Banyule City Council
MONTMORENCY,2,h,579000,2016,16,Banyule City Council
MONTMORENCY,3,h,810000,2016,16,Banyule City Council
MONTMORENCY,3,h,861000,2016,16,Banyule City Council
MONTROSE,3,h,540000,2016,28,Yarra Ranges Shire Council
MOONEE PONDS,2,t,800000,2016,6,Moonee Valley City Council
MOORABBIN,1,u,240000,2016,14,Kingston City Council
MOORABBIN,4,t,1105000,2016,14,Kingston City Council
MOOROOLBARK,4,h,710000,2016,26,Yarra Ranges Shire Council
MORDIALLOC,1,u,320000,2016,21,Kingston City Council
MORDIALLOC,3,h,730000,2016,21,Kingston City Council
MORDIALLOC,3,h,988000,2016,21,Kingston City Council
MOUNT WAVERLEY,4,u,1028000,2016,14,Monash City Council
MOUNT WAVERLEY,3,h,1605000,2016,14,Monash City Council
MOUNT WAVERLEY,6,h,1260000,2016,14,Monash City Council
MOUNT WAVERLEY,3,h,1274000,2016,14,Monash City Council
MURRUMBEENA,2,t,745500,2016,10,Glen Eira City Council
MURRUMBEENA,3,h,1260000,2016,10,Glen Eira City Council
NEWPORT,8,h,881000,2016,6,Hobsons Bay City Council
NEWPORT,3,h,900000,2016,6,Hobsons Bay City Council
NIDDRIE,2,u,591000,2016,10,Moonee Valley City Council
NIDDRIE,3,h,960000,2016,10,Moonee Valley City Council
NIDDRIE,3,u,815000,2016,10,Moonee Valley City Council
NOBLE PARK,3,t,575000,2016,22,Greater Dandenong City Council
NOBLE PARK,3,h,540800,2016,22,Greater Dandenong City Council
NORTHCOTE,2,h,910000,2016,5,Darebin City Council
NORTHCOTE,4,h,1650000,2016,5,Darebin City Council
NORTHCOTE,3,t,1130000,2016,5,Darebin City Council
NORTHCOTE,4,h,3850000,2016,5,Darebin City Council
NORTHCOTE,3,h,1510000,2016,5,Darebin City Council
NORTHCOTE,3,h,1500000,2016,5,Darebin City Council
NORTHCOTE,4,h,2315000,2016,5,Darebin City Council
NOTTING HILL,2,u,615000,2016,16,Monash City Council
NUNAWADING,4,h,1290000,2016,15,Manningham City Council
NUNAWADING,2,h,1000000,2016,15,Manningham City Council
OAK PARK,5,h,900000,2016,11,Moreland City Council
OAK PARK,2,h,480000,2016,11,Moreland City Council
OAKLEIGH,3,u,665000,2016,12,Monash City Council
OAKLEIGH EAST,4,t,750000,2016,12,Monash City Council
OAKLEIGH SOUTH,2,h,778000,2016,15,Kingston City Council
ORMOND,2,u,450000,2016,11,Glen Eira City Council
PARKDALE,4,t,1185000,2016,21,Kingston City Council
PARKDALE,3,h,806000,2016,21,Kingston City Council
PARKVILLE,1,u,526000,2016,1,Melbourne City Council
PARKVILLE,2,u,750000,2016,1,Melbourne City Council
PASCOE VALE,4,h,650000,2016,8,Moreland City Council
PASCOE VALE,3,t,652500,2016,8,Moreland City Council
PASCOE VALE,4,h,937000,2016,8,Moreland City Council
PASCOE VALE,2,u,360000,2016,8,Moreland City Council
PASCOE VALE,3,h,500000,2016,8,Moreland City Council
PASCOE VALE,2,h,775000,2016,8,Moreland City Council
PASCOE VALE,3,h,599000,2016,8,Moreland City Council
PORT MELBOURNE,3,h,1080000,2016,3,Melbourne City Council
PORT MELBOURNE,3,h,1325000,2016,3,Melbourne City Council
PORT MELBOURNE,3,h,1405000,2016,3,Melbourne City Council
PRAHRAN,2,h,1500000,2016,4,Stonnington City Council
PRAHRAN,3,h,1612000,2016,4,Stonnington City Council
PRAHRAN,3,h,1442000,2016,4,Stonnington City Council
PRESTON,2,t,571000,2016,8,Darebin City Council
PRESTON,2,t,535000,2016,8,Darebin City Council
PRESTON,4,h,840000,2016,8,Darebin City Council
PRESTON,3,h,805000,2016,8,Darebin City Council
PRESTON,3,h,750000,2016,8,Darebin City Council
PRESTON,4,h,750000,2016,8,Darebin City Council
PRESTON,2,h,745000,2016,8,Darebin City Council
RESERVOIR,3,h,705000,2016,12,Darebin City Council
RESERVOIR,3,h,705000,2016,12,Darebin City Council
RESERVOIR,4,h,845000,2016,12,Darebin City Council
RESERVOIR,2,u,390000,2016,12,Darebin City Council
RICHMOND,3,h,1185000,2016,2,Yarra City Council
RICHMOND,4,h,1212500,2016,2,Yarra City Council
RICHMOND,2,h,1125000,2016,2,Yarra City Council
RICHMOND,3,h,1520000,2016,2,Yarra City Council
RINGWOOD,3,h,858000,2016,19,Maroondah City Council
RINGWOOD,3,h,1130000,2016,19,Maroondah City Council
RINGWOOD NORTH,4,h,815000,2016,19,Manningham City Council
RINGWOOD NORTH,4,h,743500,2016,19,Manningham City Council
RINGWOOD NORTH,3,h,742000,2016,19,Manningham City Council
ROSANNA,4,h,1021000,2016,8,Banyule City Council
ROSANNA,3,t,710000,2016,8,Banyule City Council
ROSANNA,3,t,990000,2016,8,Banyule City Council
ROSANNA,3,h,908000,2016,8,Banyule City Council
ROWVILLE,3,h,780000,2016,23,Knox City Council
ROWVILLE,4,h,900000,2016,23,Knox City Council
ROXBURGH PARK,5,u,713500,2016,20,Hume City Council
SANDRINGHAM,3,t,895000,2016,15,Bayside City Council
SCORESBY,3,h,707000,2016,22,Knox City Council
SEDDON,2,h,815000,2016,5,Maribyrnong City Council
SEDDON,2,h,701000,2016,5,Maribyrnong City Council
SKYE,3,h,416000,2016,34,Frankston City Council
SOUTH MELBOURNE,2,u,560000,2016,1,Port Phillip City Council
SOUTH MELBOURNE,2,u,690000,2016,1,Port Phillip City Council
SOUTH MORANG,4,h,555000,2016,20,Whittlesea City Council
SOUTH MORANG,4,h,667000,2016,20,Whittlesea City Council
SOUTH YARRA,2,u,505000,2016,2,Melbourne City Council
SOUTH YARRA,1,u,557000,2016,2,Melbourne City Council
SOUTH YARRA,1,u,330000,2016,2,Melbourne City Council
SOUTH YARRA,1,u,687000,2016,2,Melbourne City Council
SOUTH YARRA,1,u,300000,2016,2,Melbourne City Council
SOUTHBANK,1,u,370000,2016,0,Melbourne City Council
SOUTHBANK,3,u,720000,2016,0,Melbourne City Council
ST ALBANS,4,h,615000,2016,14,Brimbank City Council
ST ALBANS,3,h,430000,2016,14,Brimbank City Council
ST HELENA,3,h,732000,2016,16,Banyule City Council
ST KILDA,2,u,648000,2016,5,Port Phillip City Council
ST KILDA,1,u,354000,2016,5,Port Phillip City Council
ST KILDA,2,u,550000,2016,5,Port Phillip City Council
ST KILDA,1,u,475000,2016,5,Port Phillip City Council
STRATHMORE,5,h,880000,2016,8,Moonee Valley City Council
STRATHMORE,3,h,1285000,2016,8,Moonee Valley City Council
SUNSHINE,4,h,700000,2016,10,Brimbank City Council
SUNSHINE,2,h,435000,2016,10,Brimbank City Council
SUNSHINE,4,h,1001000,2016,10,Brimbank City Council
SUNSHINE,3,h,591500,2016,10,Brimbank City Council
SUNSHINE NORTH,3,t,495000,2016,10,Brimbank City Council
SUNSHINE WEST,3,h,451000,2016,10,Brimbank City Council
TARNEIT,4,h,485000,2016,18,Wyndham City Council
TARNEIT,4,h,520000,2016,18,Wyndham City Council
TAYLORS LAKES,5,h,620000,2016,15,Brimbank City Council
TEMPLESTOWE,3,h,938000,2016,15,Manningham City Council
TEMPLESTOWE,3,h,920000,2016,15,Manningham City Council
TEMPLESTOWE LOWER,4,h,870000,2016,12,Manningham City Council
THOMASTOWN,3,h,636000,2016,15,Whittlesea City Council
THORNBURY,3,h,1200000,2016,7,Darebin City Council
TOORAK,2,u,866000,2016,4,Stonnington City Council
TOORAK,3,h,1170000,2016,4,Stonnington City Council
TOORAK,2,u,1000000,2016,4,Stonnington City Council
TOORAK,2,u,920000,2016,4,Stonnington City Council
TULLAMARINE,3,h,642000,2016,12,Brimbank City Council
VERMONT,4,h,945000,2016,17,Maroondah City Council
VERMONT,3,h,1101000,2016,17,Maroondah City Council
WANTIRNA,4,h,865000,2016,14,Knox City Council
WANTIRNA SOUTH,4,h,935000,2016,14,Knox City Council
WANTIRNA SOUTH,4,h,700000,2016,14,Knox City Council
WARRANDYTE,3,h,910000,2016,21,Manningham City Council
WATSONIA,3,h,838000,2016,14,Banyule City Council
WEST FOOTSCRAY,5,h,1030000,2016,6,Maribyrnong City Council
WEST FOOTSCRAY,3,h,878000,2016,6,Maribyrnong City Council
WEST MELBOURNE,3,u,601000,2016,3,Melbourne City Council
BENTLEIGH,5,h,2400000,2017,11,Glen Eira City Council
CAROLINE SPRINGS,3,h,560000,2017,14,Melton City Council
DONCASTER EAST,4,t,1450000,2017,14,Manningham City Council
EMERALD,8,h,910000,2017,36,Cardinia Shire Council
FOOTSCRAY,2,u,455500,2017,5,Maribyrnong City Council
FOREST HILL,2,h,762000,2017,15,Whitehorse City Council
GLEN WAVERLEY,3,u,1100000,2017,16,Monash City Council
HOPPERS CROSSING,3,h,505000,2017,18,Wyndham City Council
KEYSBOROUGH,3,h,771000,2017,25,Greater Dandenong City Council
KINGSBURY,2,t,512000,2017,12,Darebin City Council
MAIDSTONE,2,h,611500,2017,6,Maribyrnong City Council
MITCHAM,4,h,800000,2017,17,Whitehorse City Council
NARRE WARREN,4,h,675000,2017,34,Casey City Council
NOBLE PARK,3,h,627500,2017,22,Greater Dandenong City Council
RESERVOIR,3,u,475000,2017,12,Darebin City Council
ROXBURGH PARK,4,h,591000,2017,20,Hume City Council
SPRINGVALE SOUTH,3,h,780500,2017,22,Greater Dandenong City Council
WESTMEADOWS,4,h,791000,2017,16,Hume City Council
ABBOTSFORD,2,u,750000,2017,3,Yarra City Council
ABERFELDIE,4,h,1630000,2017,7,Moonee Valley City Council
AIRPORT WEST,3,h,970000,2017,10,Moonee Valley City Council
AIRPORT WEST,4,h,790000,2017,10,Moonee Valley City Council
AIRPORT WEST,3,h,1025000,2017,10,Moonee Valley City Council
ALBERT PARK,3,h,1950000,2017,3,Port Phillip City Council
ALBION,2,u,530000,2017,10,Brimbank City Council
ALTONA,4,u,1160000,2017,11,Hobsons Bay City Council
ALTONA,3,h,925000,2017,11,Hobsons Bay City Council
ALTONA,3,h,850000,2017,11,Hobsons Bay City Council
ALTONA MEADOWS,3,h,718000,2017,15,Hobsons Bay City Council
ALTONA NORTH,5,h,800000,2017,9,Hobsons Bay City Council
ARDEER,2,h,595000,2017,12,Brimbank City Council
ARMADALE,3,h,1681000,2017,6,Stonnington City Council
ASCOT VALE,2,t,530000,2017,4,Moonee Valley City Council
ASCOT VALE,5,h,1320000,2017,4,Moonee Valley City Council
ASCOT VALE,4,t,805000,2017,4,Moonee Valley City Council
ASHWOOD,2,h,1200000,2017,10,Monash City Council
ASHWOOD,3,h,1183000,2017,10,Monash City Council
ASHWOOD,4,t,1350000,2017,10,Monash City Council
ASPENDALE,3,h,1000000,2017,21,Kingston City Council
ASPENDALE,3,h,830000,2017,21,Kingston City Council
AVONDALE HEIGHTS,3,h,815000,2017,9,Moonee Valley City Council
AVONDALE HEIGHTS,3,h,727500,2017,9,Moonee Valley City Council
BALWYN,5,h,4600000,2017,7,Boroondara City Council
BALWYN,2,h,1710000,2017,7,Boroondara City Council
BALWYN,4,h,1700000,2017,7,Boroondara City Council
BALWYN,5,h,2475000,2017,7,Boroondara City Council
BALWYN NORTH,3,t,1270000,2017,9,Boroondara City Council
BALWYN NORTH,2,u,555500,2017,9,Boroondara City Council
BALWYN NORTH,3,u,1451000,2017,9,Boroondara City Council
BALWYN NORTH,4,h,1420000,2017,9,Boroondara City Council
BALWYN NORTH,4,h,2640000,2017,9,Boroondara City Council
BALWYN NORTH,5,t,950000,2017,9,Boroondara City Council
BALWYN NORTH,4,h,1960000,2017,9,Boroondara City Council
BAYSWATER,3,h,910000,2017,23,Knox City Council
BAYSWATER,3,h,862000,2017,23,Knox City Council
BAYSWATER,5,h,822000,2017,23,Knox City Council
BAYSWATER,2,u,652000,2017,23,Knox City Council
BAYSWATER NORTH,3,h,720000,2017,23,Maroondah City Council
BELLFIELD,3,h,810000,2017,8,Banyule City Council
BENTLEIGH,5,h,1740000,2017,11,Glen Eira City Council
BENTLEIGH,3,t,1185000,2017,11,Glen Eira City Council
BENTLEIGH,2,u,392000,2017,11,Glen Eira City Council
BENTLEIGH EAST,4,t,1389000,2017,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1220000,2017,13,Glen Eira City Council
BENTLEIGH EAST,2,u,663000,2017,13,Glen Eira City Council
BENTLEIGH EAST,4,t,1320500,2017,13,Glen Eira City Council
BENTLEIGH EAST,4,t,1280000,2017,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1100000,2017,13,Glen Eira City Council
BENTLEIGH EAST,4,h,1420000,2017,13,Glen Eira City Council
BENTLEIGH EAST,3,h,1182000,2017,13,Glen Eira City Council
BENTLEIGH EAST,4,h,1420000,2017,13,Glen Eira City Council
BERWICK,3,h,490000,2017,35,Casey City Council
BERWICK,5,h,960000,2017,35,Casey City Council
BLACKBURN,5,h,1758000,2017,13,Whitehorse City Council
BLACKBURN,5,h,2250000,2017,13,Whitehorse City Council
BLACKBURN NORTH,5,h,1570000,2017,13,Whitehorse City Council
BLACKBURN NORTH,4,h,1300000,2017,13,Whitehorse City Council
BLACKBURN SOUTH,3,h,950000,2017,13,Whitehorse City Council
BLACKBURN SOUTH,3,h,950000,2017,13,Whitehorse City Council
BLACKBURN SOUTH,3,h,1050000,2017,13,Whitehorse City Council
BORONIA,3,h,629000,2017,25,Knox City Council
BOX HILL,2,u,669000,2017,10,Whitehorse City Council
BRAYBROOK,3,h,850000,2017,8,Maribyrnong City Council
BRAYBROOK,3,t,600000,2017,8,Maribyrnong City Council
BRIAR HILL,3,h,825000,2017,16,Banyule City Council
BRIGHTON,4,h,5500000,2017,10,Bayside City Council
BRIGHTON,3,h,2350000,2017,10,Bayside City Council
BRIGHTON,3,h,1900000,2017,10,Bayside City Council
BRIGHTON EAST,4,h,3100000,2017,10,Bayside City Council
BRIGHTON EAST,3,h,1415000,2017,10,Bayside City Council
BRIGHTON EAST,2,h,1262000,2017,10,Bayside City Council
BRIGHTON EAST,3,h,1880000,2017,10,Bayside City Council
BRIGHTON EAST,2,h,950000,2017,10,Bayside City Council
BROOKLYN,3,t,750000,2017,6,Brimbank City Council
BRUNSWICK,2,u,757000,2017,5,Moreland City Council
BRUNSWICK,4,h,1200000,2017,5,Moreland City Council
BRUNSWICK,2,h,1011000,2017,5,Moreland City Council
BRUNSWICK,3,h,1010000,2017,5,Moreland City Council
BRUNSWICK,1,u,340000,2017,5,Moreland City Council
BRUNSWICK,3,h,1150000,2017,5,Moreland City Council
BRUNSWICK,2,h,970000,2017,5,Moreland City Council
BRUNSWICK,2,t,978000,2017,5,Moreland City Council
BRUNSWICK,2,h,970000,2017,5,Moreland City Council
BRUNSWICK,4,h,1665000,2017,5,Moreland City Council
BRUNSWICK WEST,3,h,1255000,2017,5,Moreland City Council
